MOL_ID,molecule_ID,molecule_name,mw,hdon,hacc,alogp,halflife,ob,caco2,bbb,dl,FASA,tpsa,rbn
MOL000199,199,Safrol,162.200,0,2,2.606,5.000839,45.3367098958,1.44246,1.29000,0.047125,0.38374975,18.46,2
MOL000200,200,(S)-(+)-alpha-Phellandrene,136.260,0,0,3.254,,27.9022997525,1.87034,2.19671,0.022258,0.29145849,0,1
MOL000201,201,p-Ocimene,136.260,0,0,3.634,,15.0605211386,1.85109,1.99228,0.015199,0.38736424,0,3
MOL000202,202,Moslene,136.260,0,0,3.449,11.0828,33.01642148,1.88393,2.04506,0.02224,0.27275583,0,1
MOL000203,203,Izosafrol,162.200,0,2,2.552,5.140355,56.9167377468,1.45360,1.30739,0.046883,0.36933494,18.46,1
MOL000204,204,-cis-.beta.-Elemene diastereomer,204.390,0,0,4.788,,28.6213424522,1.85187,2.08994,0.060524,0.33425769,0,3
MOL000205,205,(6R)-6-isopropyl-3-methyl-1-cyclohex-2-enone,152.260,0,1,2.768,11.289692,53.8778181369,1.29911,1.54748,0.029701,0.31746569,17.07,1
MOL000206,206,isoeugenol,164.220,1,2,2.500,0.648602,70.1003199231,1.38014,1.27504,0.036329,0.3303279,29.46,2
MOL000207,207,Methyleugenol,178.250,0,2,2.805,2.918292,73.3601144144,1.46527,1.41210,0.042845,0.26590565,18.46,4
MOL000208,208,()-Aromadendrene,204.390,0,0,4.223,11.840668,55.7416730964,1.80858,2.06312,0.10418,0.26097286,0,0
MOL000209,209,"(1R,3aR,4R,7R)-7-isopropenyl-1,4-dimethyl-1,2,3,3a,4,5,6,7-octahydroazulene",204.390,0,0,4.799,,28.5851187022,1.86898,2.12560,0.07202,0.26091141,0,1
MOL000210,210,Magnolol,266.360,2,2,4.829,3.279102,69.1926557503,1.38360,0.88016,0.15145,0.38673213,40.46,5
MOL000211,211,Mairin,456.780,2,3,6.521,8.873708,55.3770733787,0.73231,0.21532,0.7761,0.25708821,57.53,2
MOL000212,212,3beta-O-Acetyl-mangiferolic acid,510.830,1,4,6.988,8.345569,37.5820096735,0.71729,-0.06542,0.75774,0.24060859,63.6,7
MOL000213,213,Dirhizomic acid,374.420,2,7,4.511,,21.7951569108,0.38986,-0.13763,0.34876,0.29923868,102.29,6
MOL000214,214,Mangiferonic acid,454.760,1,3,6.632,6.084993,40.4473431928,0.58985,-0.20509,0.81951,0.29813781,54.37,5
MOL000215,215,"(1S,2S,5R,7R)-8-azabicyclo[3.2.1]octane-2,7-diol",143.210,3,3,-0.838,10.7908,67.737630389,-0.20738,-0.38154,0.033516,0.20266263,52.49,0
MOL000216,216,Scopolin,354.340,4,9,-0.288,,22.9086765277,-0.93088,-1.48406,0.38712,0.27683985,138.82,4
MOL000217,217,(S)-Scoulerine,327.410,2,5,3.098,1.690248,32.28494122,0.8887,0.34347,0.54142,0.20000178,62.16,2
MOL000218,218,baogongteng C,143.210,3,3,-0.838,10.7722,66.4829068553,-0.41736,-1.73490,0.033523,0.21119967,52.49,0
MOL000219,219,BOX,121.120,0,2,0.757,12.0707,31.5464141095,0.53658,0.84030,0.020166,0.1141964,40.13,1
MOL000220,220,baogongteng A,186.260,3,3,-0.246,,0.43818650672,-0.78487,-1.46175,0.055965,0,63.63,2
MOL000222,222,terephthaldehyde,354.340,6,9,-0.416,,11.9327351099,-1.35129,-2.09162,0.32639,0.37104452,164.75,5
MOL000223,223,caffeic acid,180.170,3,4,1.367,,25.7643980371,0.21466,-0.25836,0.050089,0.43767482,77.76,2
MOL000224,224,"(4E,6E)-1,7-bis(3,4-dihydroxyphenyl)hepta-4,6-dien-3-one",326.370,4,5,3.442,3.614235,33.057499497,0.29248,-0.73959,0.31386,0.39659524,97.99,6
MOL000225,225,"2,3,7-trihydroxy-5-(3,4-dihydroxy-E-styryl)-6,7,8,9-tetrahydro-5H-benzocycloheptene",328.390,5,5,3.245,,13.2440252478,0.22781,-0.73521,0.35394,0.35692307,101.15,2
MOL000226,226,"1,7-diphenyl-5-hydroxy-4,6-heptadien-3-one",278.370,1,2,3.948,,11.2577085227,1.40634,0.84031,0.18505,0.3887347,37.3,6
MOL000227,227,Alnusone,262.370,0,1,4.511,6.012807,63.1189840581,1.62198,1.08771,0.16607,0.46593213,17.07,6
MOL000228,228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,270.300,1,4,2.816,17.023316,55.2331738887,0.87197,0.26171,0.20163,0.33728647,55.76,2
MOL000229,229,cardamomin,270.300,2,4,3.151,17.595036,68.9604362164,0.66233,0.04544,0.16086,0.40913031,66.76,4
MOL000230,230,Pinocembrin,270.300,2,4,2.228,16.851892,57.5625467158,0.38227,-0.31946,0.20199,0.36237231,66.76,2
MOL000231,231,"trans-1,7-Diphenyl-1hepten-5-ol",266.410,1,1,4.860,5.456767,46.7336821,1.48515,1.01235,0.1627,0.38695607,20.23,7
MOL000232,232,()-alpha-Terpineol,154.280,1,1,2.415,10.7513,46.2977622082,1.28156,1.40212,0.030811,0.26362225,20.23,1
MOL000233,233,delta-Terpineol,154.280,1,1,2.469,10.9721,55.10994784,1.28225,1.44318,0.030896,0.28024474,20.23,1
MOL000234,234,L-Limonen,136.260,0,0,3.503,11.637276,38.0934230648,1.82615,2.13236,0.022306,0.29216984,0,1
MOL000235,235,"1,7-diphenyl-3,5-dihydroxy-1-heptene",282.410,2,2,3.635,7.330443,49.0128548969,0.61257,-0.01493,0.18058,0.35121185,40.46,7
MOL000236,236,"1,7-diphenyl-4,6-heptadien-3-one",262.370,0,1,4.511,6.437663,61.3959890553,1.52294,1.11959,0.16601,0.44452941,17.07,6
MOL000237,237,"Trans-1,7-diphenyl-1-hepten-5-ol",266.410,1,1,4.860,5.813603,46.7336821,1.38221,0.81125,0.16251,0.41280282,20.23,7
MOL000238,238,"1,7-diphenyl-5-hydroxy-6-hepten-3-one",280.390,1,2,3.568,4.321919,32.6497605085,0.80247,0.13946,0.18295,0.41610327,37.3,7
MOL000239,239,Jaranol,314.310,2,6,2.087,15.50148,50.8288167701,0.60710,-0.21709,0.29148,0.28672627,89.13,3
MOL000240,240,"(3R,5S)-1,7-di(phenyl)heptane-3,5-diol",284.430,2,2,3.944,4.675259,48.3492787631,0.74107,-0.11724,0.17942,0.37774086,40.46,8
MOL000241,241,"2',4'-dihydroxy-6'-methhoxychalcone",270.300,2,4,3.151,20.318512,65.5314835582,0.56064,0.14174,0.16059,0.34696883,66.76,4
MOL000242,242,7-O-Methyleriodictyol,302.300,3,6,2.281,14.987301,56.5613803968,0.45920,-0.21202,0.27022,0.33645785,96.22,2
MOL000243,243,alpinolide peroxide,282.370,1,5,3.354,3.113193,87.6677781611,0.50831,0.38369,0.18647,0.30326641,64.99,1
MOL000244,244,()-Borneol,154.280,1,1,1.975,11.358,81.8031448383,1.22378,1.47152,0.052753,0.23835383,20.23,0
MOL000245,245,Demethoxyyangonin,228.260,0,3,2.041,,22.4900282004,1.12413,0.69946,0.10521,0.39367956,39.44,3
MOL000246,246,"(2R)-5,7-dihydroxy-2-phenylchroman-4-one",256.270,2,4,2.565,17.615655,46.0765549164,0.72613,0.19846,0.17997,0.41330025,66.76,1
MOL000247,247,"(Z,Z)-farnesol",222.410,1,1,4.761,6.286241,41.1358049455,1.24963,1.15136,0.058711,0.27820459,20.23,7
MOL000248,248,(5S)-5-isopropyl-2-methyl-1-cyclohex-2-enone,152.260,0,1,2.557,11.525292,52.8993091123,1.35655,1.68745,0.029461,0.28939375,17.07,1
MOL000249,249,Methylcinnamate,162.200,0,2,2.153,,18.4174712251,1.29750,1.30025,0.035378,0.37236822,26.3,3
MOL000250,250,cis-Cinnamaldehyde,132.170,0,1,1.950,,27.2107179052,1.32818,1.45020,0.022639,0.47463837,17.07,2
MOL000251,251,Rhamnocitrin,300.280,3,6,2.022,,12.8991175348,0.48391,-0.38343,0.26607,0.32025251,100.13,2
MOL000252,252,farnesol,222.410,1,1,4.761,,28.4419913496,1.32327,1.07423,0.059083,0.27813521,20.23,7
MOL000253,253,"Styrene, 3,4-dimethyl-",132.220,0,0,3.354,11.4765,32.4115648844,1.90286,2.02507,0.023799,0.44418266,0,1
MOL000254,254,eugenol,164.220,1,2,2.554,0.915886,56.2419020882,1.35303,1.31553,0.036518,0.31635386,29.46,3
MOL000255,255,Myristin,723.310,0,6,16.785,,17.757425447,0.65256,-0.87146,0.29001,0.16565713,78.9,44
MOL000256,256,Olein,885.610,0,6,20.925,,27.2709332268,0.97156,-0.79802,0.13183,0.17830795,78.9,53
MOL000257,257,(-)-beta-Phellandrene,136.260,0,0,3.308,10.9059,40.4445492858,1.83308,2.09626,0.022312,0.31273606,0,1
MOL000258,258,dehydrodiisoeugenol,312.390,1,4,4.154,8.363773,56.8381586606,1.19393,0.52045,0.28531,0.29171208,47.92,4
MOL000259,259,o-Thymol,150.240,1,1,3.243,11.286592,43.281270422,1.57555,1.71203,0.029778,0.32744682,20.23,1
MOL000260,260,"5-[(2R,3R)-7-methoxy-3-methyl-5-[(E)-prop-1-enyl]-2,3-dihydrobenzofuran-2-yl]-1,3-benzodioxole",324.400,0,4,4.526,11.929687,65.55261182,1.26512,0.7036,0.40264,0.32594347,36.92,3
MOL000261,261,Myristicin,192.230,0,3,2.590,,17.9853958138,1.34846,1.13591,0.067649,0.29527259,27.69,3
MOL000262,262,"(1R,4S)-1,7,7-trimethylbicyclo[2.2.1]hept-2-ene",136.260,0,0,2.633,11.2846,39.618679837,1.78731,2.14215,0.043504,0.25121498,0,0
MOL000263,263,oleanolic acid,456.780,2,3,6.422,,29.0208414157,0.58907,0.07400,0.75599,0.24701537,57.53,1
MOL000264,264,Tereben,136.260,0,0,3.643,,29.6244298027,1.85988,2.10791,0.022251,0.28012544,0,0
MOL000265,265,ISOELEMICIN,208.280,0,3,2.735,3.456984,46.7175436453,1.43443,1.26429,0.060624,0.2135088,27.69,4
MOL000266,266,beta-Cubebene,204.390,0,0,4.223,6.586997,32.8133068654,1.82552,2.02352,0.10858,0.25397921,0,1
MOL000267,267,beta-Citronellol,156.300,1,1,3.049,5.21073,38.8874978405,1.20072,1.13855,0.019906,0.24319638,20.23,5
MOL000268,268,"(1S,5S)-1-isopropyl-4-methylenebicyclo[3.1.0]hexane",136.260,0,0,2.927,11.467492,46.2051090955,1.83045,2.18335,0.043544,0.3054533,0,1
MOL000269,269,Elemicin,208.280,0,3,2.789,,21.94067579,1.41468,1.28246,0.060865,0.20438212,27.69,5
MOL000270,270,CHEBI:7,136.260,0,0,2.873,11.440792,45.1980814037,1.84284,2.15102,0.04265,0.26532206,0,0
MOL000271,271,l-carvone,150.240,0,1,2.361,11.752552,49.469782393,1.35036,1.64609,0.02998,0.33082664,17.07,1
MOL000273,273,"(2R)-2-[(3S,5R,10S,13R,14R,16R,17R)-3,16-dihydroxy-4,4,10,13,14-pentamethyl-2,3,5,6,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthren-17-yl]-6-methylhept-5-enoic acid",470.760,3,4,5.413,6.812918,30.93214234,0.01025,-0.7579,0.81281,0,77.76,5
MOL000274,274,"3β-hydroxylanosta-7,9(11),24-trien-21-oic acid",454.760,2,3,6.583,,24.9155225498,0.52792,-0.24049,0.80402,0,57.53,5
MOL000275,275,trametenolic acid,456.780,2,3,7.027,7.7791,38.7115000211,0.51877,-0.14230,0.80199,0,57.53,5
MOL000276,276,"7,9(11)-dehydropachymic acid",526.830,2,5,6.098,7.340838,35.1058909952,0.02743,-0.87172,0.81091,0,83.83,8
MOL000277,277,tumulosic acid,486.810,3,4,6.164,,15.9543825045,0.02463,-0.50673,0.81417,0,77.76,6
MOL000278,278,Beta-Glucan,516.560,9,15,-4.882,,0.732104371339,-3.13246,-7.77844,0.70153,0,237.45,8
MOL000279,279,Cerevisterol,430.740,3,3,5.146,5.312703,37.96382825,0.27629,-0.38974,0.77061,0,60.69,4
MOL000280,280,"(2R)-2-[(3S,5R,10S,13R,14R,16R,17R)-3,16-dihydroxy-4,4,10,13,14-pentamethyl-2,3,5,6,12,15,16,17-octahydro-1H-cyclopenta[a]phenanthren-17-yl]-5-isopropyl-hex-5-enoic acid",484.790,3,4,5.719,7.418508,31.0720566481,0.05107,-0.69764,0.81528,0,77.76,6
MOL000281,281,Dimethyl L-malate,162.160,1,5,-0.453,,8.59235080667,-0.04601,-0.60857,0.025975,0,72.83,5
MOL000282,282,"ergosta-7,22E-dien-3beta-ol",398.740,1,1,7.183,5.113073,43.507086374,1.32195,0.90967,0.71939,0,20.23,4
MOL000283,283,Ergosterol peroxide,430.740,1,3,7.171,3.428952,40.3626804838,0.84419,0.34096,0.81255,0,38.69,5
MOL000284,284,L-uridine,244.230,4,8,-2.450,,23.4034562895,-1.06956,-1.42307,0.11056,0,124.78,2
MOL000285,285,"(2R)-2-[(5R,10S,13R,14R,16R,17R)-16-hydroxy-3-keto-4,4,10,13,14-pentamethyl-1,2,5,6,12,15,16,17-octahydrocyclopenta[a]phenanthren-17-yl]-5-isopropyl-hex-5-enoic acid",482.770,2,4,5.680,6.77014,38.2551579991,0.11551,-0.57069,0.82014,0,74.6,6
MOL000286,286,β-amyrin acetate,468.840,0,2,7.683,,9.10739137374,1.42203,1.20816,0.74014,0,26.3,2
MOL000287,287,3beta-Hydroxy-24-methylene-8-lanostene-21-oic acid,470.810,2,3,7.333,6.59447,38.6999140072,0.60670,-0.04064,0.8095,0,57.53,6
MOL000288,288,pachyman,500.560,9,14,-4.268,,0.452614017532,-2.35620,-3.58313,0.67566,0,228.22,7
MOL000289,289,pachymic acid,528.850,2,5,6.543,9.266582,33.6279195687,0.10154,-0.57273,0.81076,0,83.83,8
MOL000290,290,Poricoic acid A,498.770,3,5,5.943,8.256824,30.60694619,-0.13680,-0.92991,0.76152,0,94.83,10
MOL000291,291,Poricoic acid B,484.740,3,5,5.638,8.672073,30.5246012947,-0.07527,-0.86893,0.7463,0,94.83,9
MOL000292,292,poricoic acid C,482.770,2,4,7.113,7.725726,38.1513578853,0.31611,-0.41341,0.74643,0,74.6,10
MOL000293,293,poricoic acid D,514.770,4,6,4.727,,22.3805110889,-0.61657,-1.29388,0.77504,0,115.06,10
MOL000294,294,poricoic acid DM,528.800,3,6,4.978,,29.31838206,-0.33705,-0.93917,0.78482,0,104.06,11
MOL000295,295,alexandrin,576.950,4,6,6.337,,20.6319368572,-0.19930,-0.80971,0.62697,0,99.38,9
MOL000296,296,hederagenin,414.790,1,1,8.084,5.347511,36.9139058327,1.31876,0.96428,0.75072,0,20.23,6
MOL000297,297,Tumulosic acid,486.810,3,4,6.164,,29.8772072718,0.12889,-0.47113,0.8125,0,77.76,6
MOL000298,298,ergosterol,396.720,1,1,6.933,,14.2909138114,1.46569,1.04346,0.72328,0,20.23,4
MOL000299,299,Trimethyl citrate,234.230,1,7,-0.642,6.277611,67.6114110881,-0.06390,-0.32884,0.068031,0,99.13,8
MOL000300,300,dehydroeburicoic acid,453.750,1,3,6.348,7.037371,44.1722986724,0.38192,-0.16110,0.83458,0.038687482,60.36,6
MOL000301,301,2-lauroleic acid,198.340,1,2,4.520,5.685546,31.4159357449,1.02516,1.08070,0.044256,0,37.3,9
MOL000302,302,Undekansaeure,186.330,1,2,4.087,4.932296,30.1432447609,0.97688,0.94231,0.034725,0,37.3,9
MOL000303,303,caprylic acid,144.240,1,2,2.718,,16.3979666948,0.90233,1.02128,0.016205,0,37.3,6
MOL000304,304,Ethyl glucoside,208.240,4,6,-1.756,,15.2096773059,-1.03158,-3.15014,0.058155,0,99.38,3
MOL000305,305,lauric acid,200.360,1,2,4.543,,23.5879392177,1.02187,1.09656,0.043637,0,37.3,10
MOL000306,306,(+)-Crotepoxide,404.450,0,8,1.202,,16.6590411133,0.05933,-0.20197,0.48652,0.38745245,103.96,8
MOL000307,307,aristololactam A IIIa,281.280,3,5,2.050,,24.566879747,0.43045,-0.36653,0.36158,0.33396521,80.9,1
MOL000308,308,"(2R,3R,3aS)-3a-allyl-2-(1,3-benzodioxol-5-yl)-5-methoxy-3-methyl-2,3-dihydrobenzofuran-6-one",340.400,0,5,2.399,13.60073,59.9887758946,0.78120,0.33452,0.43207,0.28840473,53.99,4
MOL000309,309,"denudatin,a",340.400,0,5,2.605,,6.93254983165,0.71462,0.21359,0.43709,0.31270438,53.99,4
MOL000310,310,Denudatin B,356.450,0,5,2.804,7.71269,61.4723760592,0.90470,0.34780,0.37838,0.23878755,53.99,6
MOL000311,311,futoenone,340.400,0,5,2.011,,29.5284057587,0.78753,0.27187,0.58691,0.22543757,53.99,2
MOL000312,312,futokadsurin C,356.450,0,5,4.110,7.990975,61.0871691654,1.19194,0.77517,0.45106,0.26620889,46.15,4
MOL000313,313,Galgravin,372.500,0,5,4.309,1.453637,57.1189216782,1.13022,0.47846,0.39361,0.18678029,46.15,6
MOL000314,314,"(2S,3S,4S,5S)-2,5-bis(3,4-dimethoxyphenyl)-3,4-dimethyltetrahydrofuran",372.500,0,5,4.309,1.465277,57.1189216782,1.11165,0.55293,0.39361,0.20233382,46.15,6
MOL000315,315,hancinone,340.400,0,5,2.605,14.608967,39.3124400041,0.74293,0.46014,0.437,0.31353793,53.99,4
MOL000316,316,isofutoquinol A,354.430,0,5,1.942,8.443377,59.2011304926,0.64593,0.30664,0.48174,0.29044157,53.99,5
MOL000317,317,Kadsurenin B,342.420,1,5,2.329,,27.0900620631,0.39472,-0.13296,0.40923,0.31750974,64.99,4
MOL000318,318,"(1R,5S,6R,7R,8R)-3-allyl-6-(3,4-dimethoxyphenyl)-8-hydroxy-1-methoxy-7-methyl-4-bicyclo[3.2.1]oct-2-enone",358.470,1,5,2.528,2.811852,64.6457532197,0.44449,-0.11740,0.35268,0.25386533,64.99,6
MOL000319,319,"Bicyclo(3.2.1)oct-3-ene-2,8-dione, 7-(4-hydroxy-3-methoxyphenyl)-5-methoxy-6-methyl-3-(2-propenyl)-, (1R-(6-endo,7-exo))-",342.420,1,5,2.524,3.068545,94.6673020035,0.27706,-0.28089,0.32273,0.3157444,72.83,5
MOL000320,320,"acetic acid [(1R,5S,6R,7R,8R)-3-allyl-6-(3,4-dimethoxyphenyl)-1-methoxy-7-methyl-4-oxo-8-bicyclo[3.2.1]oct-2-enyl] ester",400.510,0,6,2.907,4.000126,59.9294097068,0.59898,0.11134,0.46292,0.2319961,71.06,8
MOL000321,321,"(2S,3S)-2-(3,4-dimethoxyphenyl)-7-methoxy-3-methyl-2,3-dihydrobenzofuran-5-carbaldehyde",328.390,0,5,3.530,8.324789,42.154117331,1.02196,0.62774,0.31849,0.22739133,53.99,5
MOL000322,322,Kadsurenone,356.450,0,5,2.804,9.156194,54.7230128444,0.81874,0.51544,0.37829,0.23647803,53.99,6
MOL000323,323,Kadsurin A,372.450,0,6,2.587,15.281992,56.8250726976,0.57419,0.17156,0.49852,0.29204634,63.22,5
MOL000324,324,kadsurin B,358.470,0,5,3.335,15.846348,30.5499145618,1.02692,0.80188,0.45599,0.25240168,46.15,5
MOL000325,325,"(2R,3R)-2-(3,4-dimethoxyphenyl)-7-methoxy-3-methyl-5-[(E)-prop-1-enyl]-2,3-dihydrobenzofuran",340.450,0,4,4.725,,24.191901191,1.48247,0.92523,0.34542,0.24196251,36.92,5
MOL000326,326,liliflone,376.490,1,6,2.440,,10.7572187457,0.62795,0.45711,0.39543,0.24265465,74.22,6
MOL000327,327,"(4R)-2-allyl-4-[(E)-2-(4-hydroxy-3-methoxyphenyl)-1-methylvinyl]-4,5-dimethoxy-1-cyclohexa-2,5-dienone",356.450,1,5,3.109,4.951139,55.1442202382,0.76535,0.21795,0.29711,0.24696343,64.99,7
MOL000328,328,piperkadsin B,430.540,0,7,2.619,5.303713,55.4383122177,0.58717,0.21268,0.40997,0.18769006,80.29,11
MOL000329,329,piperkadsin C,340.400,1,5,2.005,,7.59549356267,0.30787,-0.08451,0.4072,0.29857528,64.99,5
MOL000330,330,piperlactam S,295.310,1,5,2.370,7.548974,40.4370998106,0.80149,0.11571,0.39983,0.29779747,59.64,2
MOL000332,332,n-coumaroyltyramine,283.350,3,4,2.876,4.819799,85.6288280231,0.69451,-0.28013,0.20287,0.39096129,69.56,5
MOL000333,333,Veraguensin,372.500,0,5,4.309,,25.53053996,1.14923,0.71876,0.39356,0.18513724,46.15,6
MOL000334,334,wallichinine,370.480,0,5,3.360,4.747162,61.6410460363,0.90215,0.29519,0.32639,0.21477662,53.99,8
MOL000335,335,futoamide,301.420,1,4,3.846,,28.7534525664,0.96766,0.50036,0.24578,0.34284714,47.56,7
MOL000336,336,futoquinol,354.430,0,5,3.161,12.239953,59.8342704345,0.83286,0.32276,0.36004,0.30406341,53.99,6
MOL000337,337,3'-Methyl eriodictyol-7-O-beta-D-glucoside,464.460,6,11,0.377,,7.69208367719,-1.29857,-2.25500,0.81851,0.30134901,175.37,5
MOL000338,338,3'-methyleriodictyol,302.300,3,6,2.281,16.05057,51.6119181659,0.47351,-0.36727,0.27219,0.33595666,96.22,2
MOL000339,339,Isoscopoletin,192.180,1,4,1.616,,23.4574068281,0.71158,0.27763,0.075988,0.28636345,59.67,1
MOL000340,340,HCI,150.190,1,2,1.925,5.676132,35.831913415,0.91894,0.99013,0.028973,0.42003956,37.3,3
MOL000341,341,Viscumneoside III+B11772,596.590,8,15,-1.032,,10.8812803551,-2.20246,-2.97576,0.73085,0.28704417,234.29,8
MOL000342,342,Viscumneoside IV,636.610,7,16,-0.192,,13.47162546,-1.64684,-2.58082,0.61583,0.29900214,252.11,12
MOL000343,343,Viscumneoside V,728.720,10,19,-2.440,,5.50436215225,-2.92142,-4.05806,0.3416,0.30487514,293.21,11
MOL000344,344,Viscumneoside VI,506.500,5,12,0.756,,18.1209098586,-1.20757,-1.95684,0.86254,0.27658147,181.44,7
MOL000345,345,Vismione D,410.550,3,5,5.104,,4.78400913213,0.65230,-0.21886,0.68116,0.31050053,86.99,6
MOL000346,346,succinic acid,118.100,2,4,-0.410,,29.62033732,-0.44496,-0.70993,0.012082,0.41501027,74.6,3
MOL000347,347,Syrigin,372.410,5,9,-0.511,,14.6369301396,-1.00503,-1.80910,0.32496,0.22861063,138.07,7
MOL000348,348,"4-[(Z)-3-hydroxyprop-1-enyl]-2,6-dimethoxyphenol",210.250,2,4,1.393,3.88314,49.1473380199,0.56475,0.02511,0.064947,0.20447046,58.92,4
MOL000349,349,"(2S)-5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychroman-4-one",464.460,6,11,0.377,,7.69208367719,-1.13296,-1.98298,0.81757,0.3106505,175.37,5
MOL000350,350,Homoeriodictyol,302.300,3,6,2.281,,2.20721175292,0.37228,-0.30790,0.27231,0.31410313,96.22,2
MOL000351,351,Rhamnazin,330.310,3,7,2.006,13.53504,47.1411312373,0.52840,-0.32279,0.33648,0.2479817,109.36,3
MOL000352,352,rhamnazin-3-glucoside,492.470,6,12,-0.085,,3.63357392221,-1.12584,-1.83746,0.81777,0.23793742,188.51,6
MOL000354,354,isorhamnetin,316.280,4,7,1.755,14.339263,49.604377053,0.30933,-0.54258,0.306,0.32039431,120.36,2
MOL000355,355,isorhamnetin-7-O-β-D-glucopyranoside,478.440,7,12,-0.150,,3.82745417747,-1.12209,-2.10298,0.82361,0.26823559,199.51,5
MOL000356,356,lupeol,426.800,1,1,7.403,,12.1207641316,1.45673,1.28834,0.77716,0.23574193,20.23,1
MOL000357,357,Sitogluside,576.950,4,6,6.337,,20.6319368572,-0.13620,-0.92830,0.6241,0.22702196,99.38,9
MOL000358,358,beta-sitosterol,414.790,1,1,8.084,5.355491,36.9139058327,1.32463,0.98588,0.75123,0.22550575,20.23,6
MOL000359,359,sitosterol,414.790,1,1,8.084,5.371091,36.91390583,1.32059,0.87298,0.7512,0.22479513,20.23,6
MOL000360,360,FER,194.200,2,4,1.618,2.378545,39.5585168118,0.47030,-0.03311,0.058069,0.3422915,66.76,3
MOL000361,361,Amyrin,426.800,1,1,7.304,,17.6019182649,1.45208,1.29395,0.7633,0.22089854,20.23,0
MOL000362,362,O-Acetyl-beta-amyrin,468.840,0,2,7.683,,9.41406082519,1.42704,1.28233,0.73994,0.21969405,26.3,2
MOL000363,363,amyrin Palmitate,665.260,0,2,14.280,0.892672,32.6821034237,1.48243,0.75264,0.30453,0.19908731,26.3,16
MOL000364,364,liriodendrin,742.800,8,18,-1.708,,5.18581476614,-2.23897,-3.36990,0.2932,0.19320561,254.14,12
MOL000365,365,syringaresinol,418.480,2,8,2.100,,3.29171328315,0.59541,-0.03222,0.72269,0.14924775,95.84,6
MOL000366,366,viscumneosideII,534.510,5,13,0.294,,4.06488253425,-1.19073,-1.86194,0.83216,0.27129489,194.58,8
MOL000367,367,viscumneosideIII,596.590,8,15,-1.032,,10.8812803551,-1.88973,-2.89918,0.73011,0.26988873,234.29,8
MOL000368,368,viscumneosideIV,636.610,7,16,-0.192,,13.4716254598,-1.56322,-2.53060,0.61695,0.29055491,252.11,12
MOL000369,369,viscumneosideV,714.690,11,19,-2.519,,4.10863914908,-2.91832,-3.92552,0.36815,0.26553971,304.21,10
MOL000370,370,Homoeriodictyol-7-O-(6'-O-acetyl)glucopyranoside,506.500,5,12,0.756,,3.76161202395,-1.18815,-2.12740,0.86048,0.31194979,181.44,7
MOL000371,371,"3,9-di-O-methylnissolin",314.360,0,5,2.892,8.996019,53.7415267252,1.17622,0.63390,0.47573,0,46.15,3
MOL000372,372,3-Hydroxy-2-picoline,109.140,1,2,0.695,11.9472,62.4726602874,1.04862,1.01998,0.015684,0,33.12,0
MOL000373,373,"(2S)-4-methoxy-7-methyl-2-[1-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-methylol-tetrahydropyran-2-yl]oxy-ethyl]-2,3-dihydrofuro[3,2-g]chromen-5-one",452.500,4,10,0.269,,5.37753195769,-0.79719,-1.13535,0.80846,0,148.05,5
MOL000374,374,"5'-hydroxyiso-muronulatol-2',5'-di-O-glucoside",642.670,9,16,-0.948,2.524924,41.7176657373,-2.46617,-3.61524,0.69251,0,246.68,9
MOL000375,375,"5'-hydroxyiso-muronulatol-2',5'-di-O-glucoside_qt",480.510,6,11,0.957,,3.65290182234,-1.11134,-1.89191,0.80196,0,167.53,6
MOL000376,376,"7,2'-dihydroxy-3',4'-dimethoxyisoflavone-7-O-β-D-glucoside",476.470,5,11,0.395,,16.1592053513,-0.86514,-1.84812,0.85522,0,168.28,6
MOL000377,377,"7-hydroxy-3-(2-hydroxy-3,4-dimethoxy-phenyl)chromone",314.310,2,6,2.299,,5.44625535548,0.57611,-0.21376,0.3025,0,89.13,3
MOL000378,378,7-O-methylisomucronulatol,316.380,1,5,3.379,2.982812,74.6861375238,1.08295,0.84137,0.29792,0,57.15,4
MOL000379,379,"9,10-dimethoxypterocarpan-3-O-β-D-glucoside",462.490,4,10,0.737,13.063156,36.736688011,-0.62676,-1.49571,0.9243,0,136.3,5
MOL000380,380,"(6aR,11aR)-9,10-dimethoxy-6a,11a-dihydro-6H-benzofurano[3,2-c]chromen-3-ol",300.330,1,5,2.641,8.493699,64.2554545232,0.93406,0.54651,0.42486,0,57.15,2
MOL000381,381,"13-hydroxy-9,11-octadecadienoic acid",296.500,2,3,5.289,4.625284,35.596721436,0.43606,-0.38471,0.16728,0,57.53,14
MOL000382,382,"Arabinose,d",150.150,4,5,-2.173,,1.87147918,-1.59110,-3.98447,0.022118,0,97.99,4
MOL000383,383,"D-Galacturonic acid, homopolymer",194.160,5,7,-2.475,,29.7522626996,-1.99516,-4.70641,0.044648,0,135.29,5
MOL000384,384,DL-Glucuronic acid,194.160,5,7,-2.475,,3.35196133204,-1.91385,-4.72352,0.044666,0,135.29,5
